source	source_label	label	claim	explanation	date	fact_check_url
Center for Disease Control (CDC)		TRUE	Antibody tests check your blood by looking for antibodies, which may tell you if you had a past infection with the virus that causes COVID-19	Antibody tests check your blood by looking for antibodies, which may tell you if you had a past infection with the virus that causes COVID-19. Antibodies are proteins that help fight off infections and can provide protection against getting that disease again (immunity). Antibodies are disease specific. For example, measles antibodies will protect you from getting measles if you are exposed to it again, but they won't protect you from getting mumps if you are exposed to mumps.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/testing/serology-overview.html
Center for Disease Control (CDC)		TRUE	There is a chance a positive result means that you have antibodies from an infection with a virus from the same family of viruses (called coronaviruses), such as the one that causes the common cold		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/testing/serology-overview.html
Center for Disease Control (CDC)		TRUE	Having antibodies to the virus that causes COVID-19 may provide protection from getting infected with the virus again	Having antibodies to the virus that causes COVID-19 may provide protection from getting infected with the virus again. If it does, we do not know how much protection the antibodies may provide or how long this protection may last	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/testing/serology-overview.html
Center for Disease Control (CDC)		TRUE	You may test positive for antibodies even if you have never had symptoms of COVID-19	You may test positive for antibodies even if you have never had symptoms of COVID-19. This can happen if you had an infection without symptoms, which is called an asymptomatic infection.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/testing/serology-overview.html
www.covid-19facts.com		TRUE	There is no information from the WHO or NHS about how long people are likely to experience symptoms of COVID-19.	Several media sites have carried stories about a doctor who has himself experienced long-lasting symptoms, and from a researcher who says his ongoing study shows “about 10% of people experience symptoms for at least 25 days.	2020-05-28	https://www.covid-19facts.com/?p=84577
www.covid-19facts.com		FALSE	The virus that causes COVID-19 is just a mutated version of the common cold	The US Centers for Disease Control and Prevention says: “The virus causing coronavirus disease 2019 (COVID-19), is not the same as the coronaviruses that commonly circulate among humans and cause mild illness, like the common cold.	2020-05-28	https://www.covid-19facts.com/?p=84367
www.covid-19facts.com		FALSE	Coronavirus can only be caught directly from infected people	The WHO advises cleaning hands frequently and thoroughly, using soap and water or alcohol-based hand sanitisers as the best way to protect yourself and others against COVID-19. They also advise that handwashing gives you more protection than wearing gloves, as you can still contaminate the gloves, and then transfer this contamination to your face.	2020-05-28	https://www.covid-19facts.com/?p=84292
www.covid-19facts.com		FALSE	Hand-dryers kill the coronavirus	The WHO says: “Hand dryers are not effective in killing the [novel coronavirus]. To protect yourself against the new coronavirus, you should frequently clean your hands with an alcohol-based hand rub or wash them with soap and water. Once your hands are cleaned, you should dry them thoroughly using paper towels or a warm air dryer.	2020-05-28	https://www.covid-19facts.com/?p=84292
www.covid-19facts.com		FALSE	Mosquitos can spread coronavirus	The World Health Organisation is quite clear that there is no evidence to date suggesting mosquitos can transmit coronavirus. It says infected droplets from the mouths and noses of people suffering the disease are the key route of transmission and reiterates the recommendation that frequent hand washing is the best way to protect oneself against it.	2020-05-28	https://www.covid-19facts.com/?p=84126
www.covid-19facts.com		FALSE	Spraying yourself with chlorine or bleach can protect against coronavirus	The World Health Organization says: “Spraying alcohol or chlorine all over your body will not kill viruses that have already entered your body. Spraying such substances can be harmful to clothes or mucous membranes (i.e. eyes, mouth). Be aware that both alcohol and chlorine can be useful to disinfect surfaces, but they need to be used under appropriate recommendations.	2020-05-28	https://www.covid-19facts.com/?p=84120
www.covid-19facts.com		FALSE	Antibiotics are already available to treat COVID-19	The World Health Organization says: “Antibiotics do not work against viruses, only bacteria. The new coronavirus (2019-nCoV) is a virus and therefore antibiotics should not be used as a means of prevention or treatment.	2020-05-28	https://www.covid-19facts.com/?p=84061
www.covid-19facts.com		FALSE	Red eyes mean you have coronavirus	The NHS continues to state that symptoms of coronavirus infection to look out for are a high temperature and a new, continuous cough. The World Health Organization says: “The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhoea.	2020-05-28	https://www.covid-19facts.com/?p=84050
www.covid-19facts.com		FALSE	Vaccination against pneumonia might protect you from coronavirus	The World Health Organization states clearly that vaccines against pneumonia don’t protect against COVID-19. It points out that this infection is completely new, and needs a completely novel type of vaccine. Urgent research work is underway to find one.	2020-05-28	https://www.covid-19facts.com/?p=84042
www.covid-19facts.com		FALSE	Drinking hot water, or gargling, can prevent coronavirus infection	Harvard TH Chan School of Public Health says: “There is no evidence that regularly gargling has protected people from infection with the new coronavirus. While this may help soothe a sore throat, this practice will not prevent the virus from entering your lungs—neither will drinking frequent sips of water.	2020-05-28	https://www.covid-19facts.com/?p=83990
www.covid-19facts.com		FALSE	Taking a sauna or hot bath can kill coronavirus	The World Health Organisation says: “Taking a hot bath will not prevent you from catching COVID-19. Your normal body temperature remains around 36.5°C to 37°C, regardless of the temperature of your bath or shower. Actually, taking a hot bath with extremely hot water can be harmful, as it can burn you.	2020-05-28	https://www.covid-19facts.com/?p=83981
www.covid-19facts.com		FALSE	Airport temperature screening for arriving passengers can stop coronavirus	The European Centre for Disease Prevention and Control (ECDC) has stated that “There is evidence that checking people at the airport (known as entry screening) is not very effective in preventing the spread of the virus, especially when people do not have symptoms. It is generally considered more useful to provide those arriving at airports with clear information explaining what to do if they develop symptoms after arrival.	2020-05-28	https://www.covid-19facts.com/?p=83757
www.covid-19facts.com		FALSE	Mutations are making coronavirus more aggressive	The researchers themselves say that it is not clear whether the L type causes more severe disease (“is more virulent) than the S type. As yet we have very limited information on the genetics of the circulating viruses, and how genetic variations might impact severity or infectiousness in humans, or in cells or animals in the laboratory.	2020-05-28	https://www.covid-19facts.com/?p=83749
www.covid-19facts.com		FALSE	Coronavirus is no worse than the flu	Seasonal influenza, pandemic flu (such as H1N1) and SARS, another coronavirus, are natural comparators for these outbreaks, but they are all different diseases with different case fatality rates and profiles.	2020-05-28	https://www.covid-19facts.com/?p=83734
www.covid-19facts.com		FALSE	Children are safe from coronavirus	The initial research findings have allayed some fears about COVID-19 in children. However, there is still much we don’t know, and children cannot be ignored in preventive measures or planning for combating the disease.	2020-05-28	https://www.covid-19facts.com/?p=83720
